"TOA5","JER_Site3","CR1000","55060","CR1000.Std.25","CPU:JER_Site3_program_20170406.cr1","32691","Table1","","","","","","","","","","",""
"2018-04-08 11:15:00","528477","0","25.08","24.62","0.3480064","783.2","272.6","339.1","508.5","0","0","7.7","238.9","5.775","5.387","4.937","4.862","0.836"
"2018-04-08 11:16:00","528478","0","25.3","24.84","0.3485084","785.6","273.8","339.3","509.7","0","0","8.45","242","6.55","5.987","5.387","5.275","0.8"
"2018-04-08 11:17:00","528479","0","25.41","24.93","0.3480586","786.1","273.6","340.7","512.1","0","0","6.95","216.8","5.1","4.587","4.112","4.012","0.76"
"2018-04-08 11:18:00","528480","0","25.56","25.13","0.3484993","787.8","274.6","339.3","511.4","0","0","8.45","215.7","6.225","5.837","5.362","5.25","1.047"
"2018-04-08 11:19:00","528481","0","25.66","25.18","0.3486434","790.8","275.7","338.9","510.5","0","0","12.2","225.5","9.17","8.2","7.487","7.2","1.664"
"2018-04-08 11:20:00","528482","0","25.28","24.75","0.3483448","793.7","276.5","337.5","508.2","0","0","10.7","235.6","8.77","7.887","7.062","6.937","0.862"
"2018-04-08 11:21:00","528483","0","24.83","24.25","0.3473251","795.1","276.1","337.2","508.2","0","0","10.7","228.3","7.462","6.775","6.112","5.975","1.323"
"2018-04-08 11:22:00","528484","0","24.98","24.54","0.3465157","796.4","276","338.9","510.8","0","0","7.7","228","6.062","5.487","5.025","4.862","1.029"
"2018-04-08 11:23:00","528485","0","25.47","24.91","0.347245","797.2","276.8","339.6","511.9","0","0","8.45","220.2","6.675","6.012","5.475","5.412","0.782"
"2018-04-08 11:24:00","528486","0","25.77","25.24","0.3479161","800","278.5","340.6","513.1","0","0","9.95","232.6","7.4","6.712","6.15","6.112","1.366"
"2018-04-08 11:25:00","528487","0","25.55","24.98","0.347648","802","278.8","339.7","512.1","0","0","10.7","238.8","8.12","7.487","6.775","6.65","1.146"
"2018-04-08 11:26:00","528488","0","25.48","24.92","0.3476639","803","279.3","338.9","511.3","0","0","9.95","243.2","8.01","7.237","6.55","6.425","0.94"
"2018-04-08 11:27:00","528489","0","25.31","24.75","0.3468695","804","278.8","340.1","512.6","0","0","9.2","244.5","6.987","6.412","5.825","5.687","0.94"
"2018-04-08 11:28:00","528490","0","25.64","25.11","0.346582","803","278.5","342.1","514.8","0","0","9.2","254.8","6.7","5.912","5.337","5.25","0.969"
"2018-04-08 11:29:00","528491","0","26.17","25.6","0.3475629","809","281.1","342.3","515.5","0","0","9.2","234.7","7.037","6.437","5.9","5.787","0.913"
"2018-04-08 11:30:00","528492","0","25.92","25.38","0.3477897","812","282.6","339.9","513.3","0","0","9.95","227.5","8.16","7.337","6.737","6.525","0.85"
"2018-04-08 11:31:00","528493","0","25.56","25.08","0.3469116","813","281.9","340.2","512.5","0","0","12.2","231","9.54","8.85","8.06","7.9","1.54"
"2018-04-08 11:32:00","528494","0","25.49","25.09","0.3466849","815","282.5","340.4","511.8","0","0","11.45","235.2","9.07","8.62","7.812","7.712","1.064"
"2018-04-08 11:33:00","528495","0","25.5","25.02","0.3465352","814","282.2","340.4","512.7","0","0","9.95","232.3","7.787","7.15","6.437","6.375","0.927"
"2018-04-08 11:34:00","528496","0","25.37","24.86","0.3462035","816","282.4","340.2","513.7","0","0","11.45","236.2","7.537","6.975","6.3","6.237","1.506"
"2018-04-08 11:35:00","528497","0","25.38","24.81","0.3459708","818","282.9","340.6","514","0","0","10.7","247.8","8.09","7.062","6.375","6.212","1.014"
"2018-04-08 11:36:00","528498","0","25.66","25.09","0.3463655","821","284.4","341.3","514.1","0","0","9.95","225.9","8.45","7.812","7.087","6.9","1.192"
"2018-04-08 11:37:00","528499","0","25.78","25.25","0.3467403","822","285.1","340.3","514.1","0","0","11.45","226.5","8.67","7.875","7.25","7.025","1.265"
"2018-04-08 11:38:00","528500","0","25.55","24.96","0.3460601","823","284.8","340.3","515.1","0","0","7.7","227.2","6.387","5.975","5.487","5.325","0.802"
"2018-04-08 11:39:00","528501","0","25.42","25.02","0.3455539","825","285.2","342.2","517.2","0","0","6.95","222.4","5.712","5.462","5","4.862","0.589"
"2018-04-08 11:40:00","528502","0","25.83","25.42","0.3458942","827","286.2","343.1","519.4","0","0","8.45","217.3","6.225","5.75","5.225","4.962","0.727"
"2018-04-08 11:41:00","528503","0","26.02","25.5","0.3460921","828","286.7","343.9","519.8","0","0","12.95","216.9","7.187","6.625","6.075","5.737","1.953"
"2018-04-08 11:42:00","528504","0","25.77","25.17","0.3462698","830","287.2","340.9","516.7","0","0","10.7","226.4","7.55","6.887","6.3","6.212","1.47"
"2018-04-08 11:43:00","528505","0","25.62","25.08","0.3450941","830","286.3","341.6","518.2","0","0","10.7","218.2","7.775","7.237","6.612","6.237","1.138"
"2018-04-08 11:44:00","528506","0","25.71","25.17","0.3448711","831","286.6","342.3","518","0","0","10.7","216.5","8.35","7.675","6.912","6.65","0.918"
"2018-04-08 11:45:00","528507","0","26.09","25.59","0.3455569","834","288.1","342.6","518.7","0","0","9.95","229.4","8.14","7.525","6.937","6.75","1.055"
"2018-04-08 11:46:00","528508","0","25.69","25.15","0.3457503","834","288.4","341.2","518.5","0","0","9.2","233.3","7.762","7.3","6.625","6.5","0.871"
"2018-04-08 11:47:00","528509","0","25.45","24.87","0.3448801","834","287.5","341.6","519.8","0","0","7.7","231.8","6.2","5.662","5.175","5.125","0.658"
"2018-04-08 11:48:00","528510","0","25.53","25.02","0.3446094","836","288","342.3","520.9","0","0","7.7","221.7","6.075","5.775","5.275","5.037","1.019"
"2018-04-08 11:49:00","528511","0","26","25.55","0.3444727","837","288.2","346.3","524.8","0","0","9.2","226.5","6.237","5.737","5.212","5.05","1.469"
"2018-04-08 11:50:00","528512","0","26.63","26.14","0.3463043","840","291.1","344.2","523.5","0","0","11.45","220.4","8.16","7.525","6.875","6.587","1.385"
"2018-04-08 11:51:00","528513","0","26.38","25.84","0.3461871","844","292.2","341.7","520.5","0","0","12.95","223.4","8.97","8.3","7.6","7.5","1.119"
"2018-04-08 11:52:00","528514","0","25.85","25.3","0.3450328","848","292.6","341","519.8","0","0","10.7","217.1","8.25","7.712","7.075","6.775","1.4"
"2018-04-08 11:53:00","528515","0","26.07","25.55","0.3445417","848","292.1","343","521.5","0","0","9.2","216.3","7.25","7.05","6.4","6.212","1.074"
"2018-04-08 11:54:00","528516","0","26.03","25.58","0.3450794","849","292.8","342.1","520.7","0","0","13.7","216.3","8.86","8.1","7.45","7.15","1.64"
"2018-04-08 11:55:00","528517","0","25.74","25.3","0.3447388","851","293.3","342.7","519.7","0","0","11.45","229.4","8.95","8.22","7.45","7.25","0.99"
"2018-04-08 11:56:00","528518","0","25.75","25.26","0.3443557","853","293.6","343.8","521.6","0","0","11.45","215.3","7.9","7.312","6.637","6.437","1.166"
"2018-04-08 11:57:00","528519","0","26.05","25.59","0.3444876","854","294.1","345.6","523.8","0","0","9.95","232.5","6.95","6.462","5.812","5.675","0.937"
"2018-04-08 11:58:00","528520","0","26.33","25.82","0.3456469","858","296.7","344.2","524.1","0","0","9.95","245.6","8.05","7.262","6.587","6.5","0.961"
"2018-04-08 11:59:00","528521","0","26.29","25.75","0.3451868","860","297","345.4","524.5","0","0","9.95","242.3","8.12","7.337","6.575","6.412","0.973"
"2018-04-08 12:00:00","528522","0","26.55","26.01","0.3455541","865","299","344.8","524.6","0","0","10.7","249.8","8.56","7.887","7.075","6.9","0.873"
"2018-04-08 12:01:00","528523","0","26.41","25.88","0.3453511","867","299.3","345.6","524.5","0","0","11.45","238.3","8.54","7.75","7.112","6.975","1.12"
"2018-04-08 12:02:00","528524","0","26.68","26.23","0.3455207","867","299.6","345","524.5","0","0","12.2","229.3","9.5","8.79","8.12","8.04","1.365"
"2018-04-08 12:03:00","528525","0","26.31","25.84","0.3452908","868","299.6","343.4","523.7","0","0","9.95","229.6","8.17","7.562","6.962","6.825","0.913"
"2018-04-08 12:04:00","528526","0","26.35","25.96","0.3440984","863","297","346.1","527.1","0","0","8.45","242.9","6.337","5.775","5.287","5.3","0.791"
"2018-04-08 12:05:00","528527","0","26.49","25.99","0.3451407","866","298.9","343.1","525.1","0","0","12.2","241.6","9","7.937","7.125","7.012","1.497"
"2018-04-08 12:06:00","528528","0","26.17","25.61","0.3440412","865","297.5","342.9","524.2","0","0","11.45","242.2","8.96","7.962","7.062","6.912","1.208"
"2018-04-08 12:07:00","528529","0","26.06","25.47","0.3438654","867","298","342.5","524.1","0","0","11.45","241.4","8.6","7.8","7.075","6.85","1.576"
"2018-04-08 12:08:00","528530","0","25.91","25.27","0.3439931","869","298.8","342.4","524.3","0","0","12.2","238.3","9.2","8.15","7.275","7.125","1.203"
"2018-04-08 12:09:00","528531","0","25.74","25.11","0.3430948","866","297.2","343.8","526.2","0","0","9.2","240.5","5.925","5.362","4.875","4.762","1.105"
"2018-04-08 12:10:00","528532","0","25.96","25.47","0.3432122","866","297.4","344.4","527.4","0","0","12.2","241.1","8.29","7.35","6.687","6.437","1.273"
"2018-04-08 12:11:00","528533","0","26.23","25.78","0.3433497","869","298.3","345.4","527.3","0","0","11.45","242.3","8","7.1","6.4","6.3","1.709"
"2018-04-08 12:12:00","528534","0","26.5","25.93","0.3435468","869","298.6","346","528.3","0","0","10.7","255.3","8.27","7.275","6.562","6.3","1.037"
"2018-04-08 12:13:00","528535","0","26.72","26.18","0.3445047","872","300.4","346","528.8","0","0","12.2","236.3","8.76","8.09","7.325","7.162","2.047"
"2018-04-08 12:14:00","528536","0","26.49","25.89","0.3439083","875","301","343.5","526.1","0","0","12.2","221","8.82","8","7.237","6.887","1.226"
"2018-04-08 12:15:00","528537","0","26.65","26.09","0.3433383","875","300.3","345.2","528.1","0","0","10.7","220.7","7.525","6.962","6.437","6.325","1.359"
"2018-04-08 12:16:00","528538","0","26.73","26.25","0.3435542","876","301","345.3","527.3","0","0","12.2","227.2","9.54","8.72","7.975","7.8","1.162"
"2018-04-08 12:17:00","528539","0","26.54","26.01","0.343862","879","302.3","344.5","526.4","0","0","11.45","229.5","9.35","8.57","7.762","7.525","1.398"
"2018-04-08 12:18:00","528540","0","26.64","26.21","0.3435072","879","302","345.6","528.1","0","0","12.2","232.7","9.22","8.7","7.85","7.75","1.607"
"2018-04-08 12:19:00","528541","0","26.51","25.97","0.3434582","880","302.3","344.7","527.8","0","0","10.7","242.1","8.44","7.662","6.95","6.8","1.064"
"2018-04-08 12:20:00","528542","0","26.69","26.17","0.343539","882","303","345.8","529.7","0","0","10.7","231.8","7.6","6.787","6.162","6","1.417"
"2018-04-08 12:21:00","528543","0","26.7","26.16","0.3432171","883","303.1","346.1","532","0","0","8.45","228.7","5.512","5.025","4.5","4.387","1.228"
"2018-04-08 12:22:00","528544","0","26.91","26.33","0.3434217","883","303.1","348.5","535.4","0","0","9.95","236","6.475","5.95","5.287","5.212","1.084"
"2018-04-08 12:23:00","528545","0","26.87","26.24","0.3443561","884","304.4","345.4","532.7","0","0","11.45","238.5","8.41","7.75","6.9","6.812","1.169"
"2018-04-08 12:24:00","528546","0","26.92","26.34","0.343685","886","304.5","345.2","531.4","0","0","13.7","248.7","10.06","8.96","8.06","7.787","1.108"
"2018-04-08 12:25:00","528547","0","26.86","26.26","0.343262","887","304.5","345.4","531.5","0","0","11.45","247.5","8.34","7.5","6.825","6.712","1.128"
"2018-04-08 12:26:00","528548","0","27.28","26.75","0.3433489","889","305.2","347.3","534.1","0","0","10.7","229.1","7.8","7.037","6.412","6.137","1.088"
"2018-04-08 12:27:00","528549","0","27.43","26.98","0.3437463","892","306.5","348","535.3","0","0","8.45","239.8","6.55","6.125","5.55","5.462","0.863"
"2018-04-08 12:28:00","528550","0","27.62","27.08","0.3445165","894","308.1","346.4","534.6","0","0","13.7","235.6","8.95","8.2","7.475","7.262","2.02"
"2018-04-08 12:29:00","528551","0","26.92","26.25","0.3436958","894","307.3","344.2","531.8","0","0","12.95","241.5","8.84","8.14","7.275","7.237","1.502"
"2018-04-08 12:30:00","528552","0","26.96","26.4","0.3431175","894","306.8","345.5","533.7","0","0","11.45","240.1","8.82","8.08","7.225","7.062","1.84"
"2018-04-08 12:31:00","528553","0","26.98","26.53","0.343182","895","307.1","345.6","532.9","0","0","11.45","240.1","8.64","7.825","7.1","6.912","1.431"
"2018-04-08 12:32:00","528554","0","27.23","26.7","0.3434373","895","307.5","344.7","532.7","0","0","12.2","246.9","8.79","7.85","7.012","6.862","1.388"
"2018-04-08 12:33:00","528555","0","27.09","26.48","0.3433301","898","308.1","344.5","532.1","0","0","11.45","244","9.25","8.36","7.537","7.525","1.07"
"2018-04-08 12:34:00","528556","0","27.1","26.48","0.3432935","898","308.3","344.9","532.9","0","0","10.7","258.3","8.66","7.487","6.762","6.6","1.21"
"2018-04-08 12:35:00","528557","0","26.76","26.13","0.3432998","898","308.3","343.7","533","0","0","9.2","251","7.575","6.762","6.137","5.9","1.057"
"2018-04-08 12:36:00","528558","0","26.95","26.42","0.342856","897","307.7","346.4","535.4","0","0","11.45","238.2","7.487","6.875","6.275","6.275","1.135"
"2018-04-08 12:37:00","528559","0","27.34","26.82","0.3434535","899","308.7","346.4","535.9","0","0","11.45","240","7.725","6.975","6.287","6.212","1.247"
"2018-04-08 12:38:00","528560","0","27.55","27","0.3436941","899","309.1","346.7","536.9","0","0","10.7","254.2","7.562","6.562","5.975","5.875","1.117"
"2018-04-08 12:39:00","528561","0","27.85","27.25","0.3439032","901","309.9","348.2","538.5","0","0","10.7","241.6","7.662","6.837","6.262","6.125","1.291"
"2018-04-08 12:40:00","528562","0","27.79","27.2","0.3443308","903","310.9","346.9","535.7","0","0","12.95","245.9","8.62","7.775","7.062","6.85","1.215"
"2018-04-08 12:41:00","528563","0","27.98","27.52","0.3434712","902","309.7","349.1","538.3","0","0","11.45","260.7","7.862","7.212","6.4","6.15","1.682"
"2018-04-08 12:42:00","528564","0","27.77","27.18","0.3441162","904","311.1","345.8","535.6","0","0","12.2","259.8","10.15","8.64","7.7","7.425","1.03"
"2018-04-08 12:43:00","528565","0","28.06","27.43","0.3439952","905","311.3","347","537.4","0","0","12.2","261.4","9.22","7.937","7.125","6.9","1.522"
"2018-04-08 12:44:00","528566","0","27.74","27.09","0.3441508","906","311.7","345","537.1","0","0","12.2","250.3","8.69","7.825","7.125","7.1","1.644"
"2018-04-08 12:45:00","528567","0","27.43","26.86","0.3439085","907","312","343.7","535.4","0","0","12.95","244.8","9.69","8.87","8.05","7.712","1.593"
"2018-04-08 12:46:00","528568","0","27.43","26.96","0.3433309","906","311.2","344.9","537.6","0","0","10.7","243","7.912","7.137","6.35","6.15","1.151"
"2018-04-08 12:47:00","528569","0","27.17","26.67","0.3429439","907","311","344.7","537.5","0","0","9.2","233","7.225","6.75","6.162","6.1","0.785"
"2018-04-08 12:48:00","528570","0","27.17","26.61","0.3429049","907","311","345","537.7","0","0","10.7","228.3","7.862","7.212","6.612","6.537","1.077"
"2018-04-08 12:49:00","528571","0","27.44","26.92","0.342926","906","310.8","346.4","539.7","0","0","10.7","245.9","7.85","7.062","6.425","6.375","1.254"
"2018-04-08 12:50:00","528572","0","27.66","27.05","0.3436824","906","311.3","345.4","538.9","0","0","10.7","260.2","8.44","7.462","6.762","6.675","1.056"
"2018-04-08 12:51:00","528573","0","27.21","26.75","0.3429396","904","310","346.1","539.9","0","0","9.2","254.6","6.325","5.962","5.35","5.162","0.973"
"2018-04-08 12:52:00","528574","0","27.44","26.98","0.3433098","905","310.7","346.8","540.1","0","0","13.7","242.9","9.15","8.27","7.562","7.425","1.889"
"2018-04-08 12:53:00","528575","0","27.66","27.09","0.3429109","907","310.9","346.9","539","0","0","12.2","249","8.99","8.09","7.337","7.275","1.564"
"2018-04-08 12:54:00","528576","0","28.1","27.59","0.3437648","908","312.1","347.4","540.9","0","0","9.2","248.8","7.875","7.237","6.537","6.425","0.856"
"2018-04-08 12:55:00","528577","0","27.66","27.07","0.3437389","909","312.3","344.9","539.2","0","0","11.45","247.6","9.57","8.33","7.562","7.4","0.777"
"2018-04-08 12:56:00","528578","0","27.26","26.55","0.3431899","909","311.8","344.6","540.2","0","0","9.2","244.8","7.112","6.3","5.737","5.687","1.011"
"2018-04-08 12:57:00","528579","0","26.98","26.38","0.3427953","907","310.9","344.4","540.4","0","0","9.95","230.6","7.475","6.837","6.187","6.037","0.682"
"2018-04-08 12:58:00","528580","0","27.01","26.5","0.3423601","906","310.2","345.8","542.7","0","0","8.45","248.6","6.262","5.737","5.175","4.925","1.07"
"2018-04-08 12:59:00","528581","0","27.02","26.53","0.3424878","905","310.1","346.6","544.8","0","0","9.95","230.7","5.687","5.387","4.862","4.737","1.792"
"2018-04-08 13:00:00","528582","0","27.3","26.87","0.342137","905","309.7","346.1","543.9","0","0","7.7","209.6","6.337","5.837","5.362","5.262","0.924"
"2018-04-08 13:01:00","528583","0","27.49","26.96","0.3424399","904","309.6","347.7","546.3","0","0","7.7","231.6","5.562","5.1","4.625","4.6","1.108"
"2018-04-08 13:02:00","528584","0","27.56","26.96","0.3433947","904","310.5","347.2","544.3","0","0","13.7","234.3","9.57","8.62","7.887","7.737","2.428"
"2018-04-08 13:03:00","528585","0","27.63","27","0.3427022","905","310.1","346.5","541.4","0","0","13.7","238.5","9.47","8.61","7.762","7.637","1.475"
"2018-04-08 13:04:00","528586","0","27.71","27","0.3424895","905","309.9","347.2","541.1","0","0","12.2","239.5","8.96","8.14","7.437","7.337","1.081"
"2018-04-08 13:05:00","528587","0","27.62","26.96","0.342614","906","310.3","346.4","540.7","0","0","11.45","229.6","8.72","7.787","7.012","6.95","1.053"
"2018-04-08 13:06:00","528588","0","27.31","26.6","0.3424726","905","309.9","345.7","541.5","0","0","9.2","223","7.037","6.425","5.85","5.662","1"
"2018-04-08 13:07:00","528589","0","27.17","26.49","0.3422095","903","309.1","346","543.2","0","0","7.7","220.4","6.375","5.925","5.462","5.237","0.844"
"2018-04-08 13:08:00","528590","0","27.41","26.85","0.3420617","902","308.6","349.1","545.8","0","0","9.95","245.6","7.362","6.512","5.887","5.812","1.018"
"2018-04-08 13:09:00","528591","0","27.93","27.26","0.3432832","904","310.3","346.5","542.3","0","0","11.45","258.4","9.17","7.862","7.1","6.925","0.909"
"2018-04-08 13:10:00","528592","0","27.55","26.96","0.3424056","904","309.4","346.7","541.6","0","0","10.7","252","8.25","7.625","6.875","6.737","1.595"
"2018-04-08 13:11:00","528593","0","27.53","27.06","0.342602","904","309.7","347.1","543","0","0","9.2","245.5","7.362","6.525","5.95","5.775","1.01"
"2018-04-08 13:12:00","528594","0","27.85","27.28","0.3426748","903","309.3","347.5","544.2","0","0","8.45","267.6","6.612","5.65","5.187","5.025","0.843"
"2018-04-08 13:13:00","528595","0","28.03","27.47","0.3429346","902","309.3","347.6","544.2","0","0","9.95","266.5","7.225","6.387","5.85","5.625","1.066"
"2018-04-08 13:14:00","528596","0","27.87","27.28","0.3424953","901","308.6","347.2","545.1","0","0","7.7","274","5.787","5.05","4.65","4.487","0.756"
"2018-04-08 13:15:00","528597","0","27.82","27.22","0.3428409","901","308.9","347.3","546","0","0","9.2","282.4","6.937","5.937","5.425","5.2","1.068"
"2018-04-08 13:16:00","528598","0","27.97","27.39","0.3436092","903","310.3","347.5","545","0","0","12.2","229.3","9.27","8.67","7.9","7.625","1.854"
"2018-04-08 13:17:00","528599","0","27.59","27.06","0.3432106","905","310.6","346.9","543.4","0","0","11.45","239.9","9.1","8.37","7.55","7.425","0.863"
"2018-04-08 13:18:00","528600","0","27.95","27.42","0.3427794","905","310.2","350","545.7","0","0","10.7","242.9","8.26","7.425","6.662","6.5","1.186"
"2018-04-08 13:19:00","528601","0","28.24","27.67","0.3443279","907","312.2","348.3","545.7","0","0","12.95","243.5","9.37","8.41","7.525","7.387","1.515"
"2018-04-08 13:20:00","528602","0","28.05","27.48","0.3437409","906","311.4","347.5","544.5","0","0","10.7","239.8","9.01","8.15","7.4","7.375","0.91"
"2018-04-08 13:21:00","528603","0","28.03","27.52","0.3433397","906","311","348.3","544.4","0","0","9.95","231.2","8.25","7.525","6.875","6.75","1.046"
"2018-04-08 13:22:00","528604","0","28.51","28","0.343722","906","311.3","348.2","545.5","0","0","10.7","253","8.27","7.625","6.987","6.862","1.049"
"2018-04-08 13:23:00","528605","0","28.16","27.68","0.3434216","905","310.7","348.1","546.1","0","0","10.7","247.7","7.337","6.587","5.987","6.025","1.426"
"2018-04-08 13:24:00","528606","0","28.83","28.33","0.3433934","905","310.6","352.3","551","0","0","7.7","242.4","5.825","5.262","4.775","4.65","0.693"
"2018-04-08 13:25:00","528607","0","29.07","28.64","0.3449796","906","312.5","350.8","550.2","0","0","11.45","245.5","8","7.562","6.912","6.812","1.68"
"2018-04-08 13:26:00","528608","0","28.69","28.26","0.344729","906","312.2","347.3","546.7","0","0","11.45","228.6","8.31","7.787","7.15","7.137","0.764"
"2018-04-08 13:27:00","528609","0","27.84","27.36","0.3427249","902","309.3","346.4","546.1","0","0","10.7","225.5","7.025","6.525","5.975","5.825","1.228"
"2018-04-08 13:28:00","528610","0","27.88","27.44","0.34182","902","308.2","348.8","547.9","0","0","9.2","221.9","6.975","6.325","5.8","5.675","0.889"
"2018-04-08 13:29:00","528611","0","28.45","28.02","0.3429847","903","309.8","349.4","548.2","0","0","12.95","244.8","8.92","8.17","7.537","7.425","1.376"
"2018-04-08 13:30:00","528612","0","28.22","27.67","0.3431371","906","310.8","347.3","547.2","0","0","9.95","257.9","7.325","6.487","5.85","5.787","0.95"
"2018-04-08 13:31:00","528613","0","28.16","27.69","0.3431343","904","310.3","348.3","549.5","0","0","8.45","257.3","6.387","5.675","5.125","4.962","1.009"
"2018-04-08 13:32:00","528614","0","28.15","27.54","0.3438641","904","311","346.1","549.3","0","0","9.95","253.1","7.162","6.262","5.75","5.637","0.932"
"2018-04-08 13:33:00","528615","0","28.01","27.4","0.3427733","903","309.5","347.6","548.6","0","0","8.45","250.8","7.075","6.512","6.012","5.875","0.88"
"2018-04-08 13:34:00","528616","0","28.24","27.71","0.3434142","904","310.5","347.1","547.3","0","0","10.7","238.8","9.2","8.17","7.4","7.337","0.798"
"2018-04-08 13:35:00","528617","0","28.47","27.9","0.3432038","903","310","348.2","548.4","0","0","12.2","240.4","8.06","7.225","6.587","6.387","1.518"
"2018-04-08 13:36:00","528618","0","28.3","27.62","0.3436128","903","310.4","347.2","548.5","0","0","9.2","244.6","7.325","6.537","5.825","5.675","1.213"
"2018-04-08 13:37:00","528619","0","28.2","27.49","0.3435391","904","310.4","347.2","546.4","0","0","12.2","248.6","10.44","9.16","8.17","8.04","1.345"
"2018-04-08 13:38:00","528620","0","28.33","27.78","0.3434625","903","310.3","347.8","546.8","0","0","12.2","246.3","8.7","8","7.175","7.125","1.147"
"2018-04-08 13:39:00","528621","0","28.09","27.52","0.3436417","901","309.7","347.2","546.6","0","0","11.45","231.5","8.25","7.525","6.862","6.712","1.337"
"2018-04-08 13:40:00","528622","0","28.01","27.53","0.3434749","900","309.2","345.8","544.2","0","0","12.95","220.7","9.75","9.12","8.3","7.975","1.199"
"2018-04-08 13:41:00","528623","0","27.75","27.28","0.3426288","899","308","346.4","543.7","0","0","11.45","221.9","7.975","7.587","6.887","6.662","1.152"
"2018-04-08 13:42:00","528624","0","28.15","27.64","0.3429931","897","307.7","348.2","547.3","0","0","9.95","225.6","7.725","7.262","6.612","6.412","0.88"
"2018-04-08 13:43:00","528625","0","28.13","27.61","0.3430137","896","307.5","347.8","546.4","0","0","9.2","213.4","7.725","7.175","6.637","6.375","0.847"
"2018-04-08 13:44:00","528626","0","28.58","28.12","0.3435335","897","308.2","349.1","545.5","0","0","14.45","224.8","10.1","9.32","8.56","8.31","1.55"
"2018-04-08 13:45:00","528627","0","29.22","28.79","0.3437093","896","308","351.9","548.4","0","0","10.7","243.2","8.12","7.637","6.962","6.712","1.489"
"2018-04-08 13:46:00","528628","0","29.26","28.65","0.3451242","895","308.9","349","548.5","0","0","9.95","233.3","7.875","7.037","6.35","6.3","1.218"
"2018-04-08 13:47:00","528629","0","28.56","28.01","0.3441059","893","307.3","348","546.7","0","0","12.2","232","8.74","8.09","7.362","7.187","1.685"
"2018-04-08 13:48:00","528630","0","28.54","27.96","0.3433331","894","307","349","546.1","0","0","13.7","235","9.44","8.36","7.562","7.425","1.437"
"2018-04-08 13:49:00","528631","0","28.91","28.25","0.3446022","897","309.1","347","545","0","0","12.95","249.9","10.24","8.95","8.1","7.937","1.135"
